Serial,Event,Code Province/State,Province/State,Municipality,Date,Month,Day,Year,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Affected,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Agriculture,Year
11049,FLOOD,IDN33,JAWA TENGAH,BREBES,1-Mar-10,3,1,2010,,,,,,,,,,,,11,1,2010
11047,FLOOD,IDN33,JAWA TENGAH,KUDUS,1-Mar-10,3,1,2010,,,,,,,,,,,,50,1,2010
9867,FLOOD,IDN13,SUMATERA BARAT,PASAMAN BARAT,1-Mar-10,3,1,2010,,,,,,,,,,,,102,1,2010
11523,FLOOD,IDN32,JAWA BARAT,SUBANG,1-Mar-10,3,1,2010,,,,,,,,,,,,545,1,2010
9806,FLOOD,IDN16,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,1-Mar-10,3,1,2010,,,,,,,,,,,,43,1,2010
10646,FLOOD,IDN35,JAWA TIMUR,KOTA SURABAYA,1-Mar-10,3,1,2010,,,,,,,,,,,,25,1,2010
10648,FLOOD,IDN35,JAWA TIMUR,TUBAN,1-Mar-10,3,1,2010,,,,,,,,,,,,18,1,2010
10644,FLOOD,IDN35,JAWA TIMUR,GRESIK,1-Mar-10,3,1,2010,,,,,,,,,,,,202,1,2010
10645,FLOOD,IDN35,JAWA TIMUR,KEDIRI,1-Mar-10,3,1,2010,,,,,,,,,,,,31,1,2010
10643,FLOOD,IDN35,JAWA TIMUR,SUMENEP,1-Mar-10,3,1,2010,,,,,,,,,,,,311,1,2010
10647,FLOOD,IDN35,JAWA TIMUR,PACITAN,1-Mar-10,3,1,2010,,,,,,,,,,,,21,1,2010
11531,FLOOD,IDN32,JAWA BARAT,GARUT,1-Mar-10,3,1,2010,,,,,,,,,,,,4,1,2010
11048,FLOOD,IDN33,JAWA TENGAH,PEMALANG,1-Mar-10,3,1,2010,,,,,,,,,,,,18,1,2010
11530,FLOOD,IDN32,JAWA BARAT,SUKABUMI,1-Mar-10,3,1,2010,,,,,,,,,,,,4,1,2010
11046,FLOOD,IDN33,JAWA TENGAH,DEMAK,1-Mar-10,3,1,2010,,,,,,,,,,,,70,1,2010
9868,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,2-Mar-10,3,2,2010,,,,,,,,,,,,11,1,2010
9724,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,2-Mar-10,3,2,2010,,,,,,,,,,,,,,2010
10650,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,4-Mar-10,3,4,2010,,,,,,,,,,,,,,2010
11821,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA SELATAN,5-Mar-10,3,5,2010,,,,,,,,,,,,,,2010
11536,FIRE,IDN32,JAWA BARAT,GARUT,6-Mar-10,3,6,2010,,2,,,,,,,,,,,,2010
9950,FIRE,IDN74,SULAWESI TENGGARA,KOLAKA,7-Mar-10,3,7,2010,,,,,,,7,,75,,,,,2010
11537,FLOOD,IDN32,JAWA BARAT,BANDUNG,7-Mar-10,3,7,2010,,,,,,,1,,,,,,,2010
9870,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,8-Mar-10,3,8,2010,,1,1,,,,,,,,1,,,2010
11054,FLOOD,IDN33,JAWA TENGAH,KEBUMEN,8-Mar-10,3,8,2010,,,,,,,,,140,,,5,1,2010
11056,FIRE,IDN33,JAWA TENGAH,KOTA SEMARANG,8-Mar-10,3,8,2010,,,,,,,,,,,,,,2010
11059,FLOOD,IDN33,JAWA TENGAH,KARANGANYAR,9-Mar-10,3,9,2010,2,,,,,,,,,,,,,2010
10105,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,9-Mar-10,3,9,2010,,,,,,3,,,,4,2,,,2010
11542,FLOOD,IDN32,JAWA BARAT,BANDUNG,9-Mar-10,3,9,2010,,,,,,,,,,,,,,2010
10654,FLOOD,IDN35,JAWA TIMUR,KEDIRI,9-Mar-10,3,9,2010,,,,,,,,,,,,,,2010
11058,FLOOD,IDN33,JAWA TENGAH,CILACAP,9-Mar-10,3,9,2010,,,,,,,,,250,,,518,1,2010
9725,FIRE,IDN12,SUMATERA UTARA,NIAS,9-Mar-10,3,9,2010,,,,,,,,,,,,,,2010
11543,FLOOD,IDN32,JAWA BARAT,BANDUNG,10-Mar-10,3,10,2010,,,,,,,3,,,,,79,1,2010
10657,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,10-Mar-10,3,10,2010,,,,,,,,,,,,,,2010
10655,FLOOD,IDN35,JAWA TIMUR,NGANJUK,10-Mar-10,3,10,2010,,,,,,,,,,,,,,2010
11544,FLOOD,IDN32,JAWA BARAT,BANDUNG,11-Mar-10,3,11,2010,,,,,,,,,,,,,,2010
11062,FIRE,IDN33,JAWA TENGAH,SUKOHARJO,11-Mar-10,3,11,2010,,,,,,,,,2,,,,,2010
11061,FIRE,IDN33,JAWA TENGAH,CILACAP,11-Mar-10,3,11,2010,,,,,,,,,8,,,,,2010
11546,FLOOD,IDN32,JAWA BARAT,BANDUNG,12-Mar-10,3,12,2010,,,,,,,,,,,,,,2010
11066,FIRE,IDN33,JAWA TENGAH,PATI,13-Mar-10,3,13,2010,,,,,,,,,25,,,,,2010
9873,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,15-Mar-10,3,15,2010,,,,,,,,,,17,,,,2010
9874,FLOOD,IDN13,SUMATERA BARAT,SOLOK,16-Mar-10,3,16,2010,,,,,,,1,,,,,,,2010
11547,FLOOD,IDN32,JAWA BARAT,KARAWANG,16-Mar-10,3,16,2010,,,,,,51,,,,,,,,2010
11068,FLOOD,IDN33,JAWA TENGAH,SRAGEN,16-Mar-10,3,16,2010,,,,,,,,,,,,,,2010
9727,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,16-Mar-10,3,16,2010,,,,,,,,,,,,,,2010
9726,FIRE,IDN12,SUMATERA UTARA,ASAHAN,16-Mar-10,3,16,2010,,,,,,,,,,,,,,2010
11552,FLOOD,IDN32,JAWA BARAT,PURWAKARTA,17-Mar-10,3,17,2010,,10,,,,,,,,,,2,1,2010
11550,FLOOD,IDN32,JAWA BARAT,BANDUNG,17-Mar-10,3,17,2010,,,,,,,,,,,,,,2010
10660,FLOOD,IDN35,JAWA TIMUR,MADIUN,17-Mar-10,3,17,2010,,,,,,,,,,2,,,,2010
10661,FLOOD,IDN35,JAWA TIMUR,PONOROGO,17-Mar-10,3,17,2010,,,,,,,,,,,,,,2010
11553,FLOOD,IDN32,JAWA BARAT,KARAWANG,18-Mar-10,3,18,2010,1,24,,,,30,108,,,28,6,,,2010
11554,FLOOD,IDN32,JAWA BARAT,BEKASI,18-Mar-10,3,18,2010,,,,,,,7,,,5,,,,2010
10034,FLOOD,IDN72,SULAWESI TENGAH,MOROWALI,18-Mar-10,3,18,2010,,,,,,,4,,,,,,,2010
11555,FLOOD,IDN32,JAWA BARAT,CIANJUR,18-Mar-10,3,18,2010,,,,,,,2,,,,,1,1,2010
11822,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,18-Mar-10,3,18,2010,,3,,,,,,,,,,,,2010
10662,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,18-Mar-10,3,18,2010,,,,,,,,,,,,,,2010
9808,FLOOD,IDN16,SUMATERA SELATAN,MUSI RAWAS,19-Mar-10,3,19,2010,,,,,,,50,,,,,791,1,2010
11557,FLOOD,IDN32,JAWA BARAT,BANDUNG,19-Mar-10,3,19,2010,,,,,,,14,,,,,,,2010
11558,FLOOD,IDN32,JAWA BARAT,CIREBON,19-Mar-10,3,19,2010,,,,,,,,,,,,,,2010
9952,FIRE,IDN74,SULAWESI TENGGARA,KONAWE SELATAN,19-Mar-10,3,19,2010,,,,,,,,,37.45,,,,,2010
11070,FIRE,IDN33,JAWA TENGAH,PATI,19-Mar-10,3,19,2010,,,,,,,,,165,,,,,2010
11565,FLOOD,IDN32,JAWA BARAT,CIANJUR,20-Mar-10,3,20,2010,,,,,,,220,,,,,,,2010
11564,FLOOD,IDN32,JAWA BARAT,BANDUNG,20-Mar-10,3,20,2010,,,,,,,,,,,,,,2010
11561,FLOOD,IDN32,JAWA BARAT,KARAWANG,20-Mar-10,3,20,2010,,,,,,,,,,,,,,2010
11563,FLOOD,IDN32,JAWA BARAT,CIREBON,20-Mar-10,3,20,2010,,,,,,,,,,,,3,1,2010
11560,FLOOD,IDN32,JAWA BARAT,BEKASI,20-Mar-10,3,20,2010,,,,,,43,,,,,,794,1,2010
11571,FLOOD,IDN32,JAWA BARAT,PURWAKARTA,21-Mar-10,3,21,2010,,,,,,,500,,,,,,,2010
11570,FLOOD,IDN32,JAWA BARAT,BANDUNG,21-Mar-10,3,21,2010,,,,,,,,,,,,,,2010
11574,FLOOD,IDN32,JAWA BARAT,BANDUNG,22-Mar-10,3,22,2010,,,,,,,5,,,,,,,2010
9875,FLOOD,IDN13,SUMATERA BARAT,LIMA PULUH KOTA,22-Mar-10,3,22,2010,3,15,,,,,,,,3,2,,,2010
11576,FLOOD,IDN32,JAWA BARAT,SUKABUMI,22-Mar-10,3,22,2010,1,,,,,,,,,,,,,2010
9876,FLOOD,IDN13,SUMATERA BARAT,TANAH DATAR,22-Mar-10,3,22,2010,,,,,,,,,,,,,,2010
11578,FLOOD,IDN32,JAWA BARAT,PURWAKARTA,24-Mar-10,3,24,2010,,,,,,,2,,,2,,,,2010
10664,FLOOD,IDN35,JAWA TIMUR,JOMBANG,24-Mar-10,3,24,2010,,,,,,600,1,,,5,,14,1,2010
11579,FLOOD,IDN32,JAWA BARAT,BANDUNG,24-Mar-10,3,24,2010,,,,,,,,,,,,,,2010
11077,FIRE,IDN33,JAWA TENGAH,SUKOHARJO,24-Mar-10,3,24,2010,,,,,,,,,10,,,,,2010
9880,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,25-Mar-10,3,25,2010,,,,,,,380,,,,,,,2010
11580,FLOOD,IDN32,JAWA BARAT,KARAWANG,25-Mar-10,3,25,2010,,,,,,,14,,,,,,,2010
11581,FLOOD,IDN32,JAWA BARAT,BANDUNG,25-Mar-10,3,25,2010,,,,,,,,,,,,,,2010
11079,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,25-Mar-10,3,25,2010,,,,,,,,,,,,,,2010
11081,FLOOD,IDN33,JAWA TENGAH,PATI,26-Mar-10,3,26,2010,,,,,,,,,65,,,,,2010
9881,FLOOD,IDN13,SUMATERA BARAT,KOTA PADANG,26-Mar-10,3,26,2010,,,,,,,,,,,,,,2010
10667,FLOOD,IDN35,JAWA TIMUR,GRESIK,26-Mar-10,3,26,2010,,,,,,,,,,,,,,2010
10108,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,26-Mar-10,3,26,2010,,,,,,,,,,,,,,2010
11586,FLOOD,IDN32,JAWA BARAT,BANDUNG,28-Mar-10,3,28,2010,,,,,,6,,,,,,,,2010
11587,FLOOD,IDN32,JAWA BARAT,SUMEDANG,28-Mar-10,3,28,2010,,,,,,,,,,,,,,2010
10109,FLOOD,IDN73,SULAWESI SELATAN,PINRANG,28-Mar-10,3,28,2010,,,,,,,,,,1,,,,2010
9728,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,28-Mar-10,3,28,2010,,,,,,,,,,,,,,2010
9883,FLOOD,IDN13,SUMATERA BARAT,AGAM,29-Mar-10,3,29,2010,,,,,,200,,,,1,,,,2010
11590,FLOOD,IDN32,JAWA BARAT,BANDUNG,29-Mar-10,3,29,2010,,,,,,,,,,,,,,2010
11088,FLOOD,IDN33,JAWA TENGAH,KENDAL,29-Mar-10,3,29,2010,,,,,,,,,14,,,,,2010
11087,FIRE,IDN33,JAWA TENGAH,BANYUMAS,29-Mar-10,3,29,2010,,,,,,,,,,,,,,2010
11089,FIRE,IDN33,JAWA TENGAH,CILACAP,29-Mar-10,3,29,2010,,,,,,,,,10,,,,,2010
9884,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,30-Mar-10,3,30,2010,1,,,,,,20,,,,,,,2010
11090,FLOOD,IDN33,JAWA TENGAH,REMBANG,30-Mar-10,3,30,2010,,,,,,,,,,,,,,2010
10670,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,30-Mar-10,3,30,2010,,,,,,2,,,50,,,,,2010
11592,FLOOD,IDN32,JAWA BARAT,KARAWANG,31-Mar-10,3,31,2010,,,,,,,,,,,,,,2010
9956,FLOOD,IDN74,SULAWESI TENGGARA,BOMBANA,31-Mar-10,3,31,2010,,,,,,,,,,1,,,,2010
9955,FLOOD,IDN74,SULAWESI TENGGARA,BOMBANA,31-Mar-10,3,31,2010,,,,,,,,,,1,,,,2010
11591,FLOOD,IDN32,JAWA BARAT,BANDUNG,31-Mar-10,3,31,2010,,,,,,,,,,,,,,2010
11093,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,31-Mar-10,3,31,2010,,,,,,,,,,,,,,2010
11094,FLOOD,IDN33,JAWA TENGAH,WONOGIRI,31-Mar-10,3,31,2010,,,,,,,,,,,,,,2010
11096,FIRE,IDN33,JAWA TENGAH,BLORA,31-Mar-10,3,31,2010,,,,,,,,,50,,,,,2010
11593,FLOOD,IDN32,JAWA BARAT,BEKASI,1-Apr-10,4,1,2010,,,,,,,,,,,,175,1,2010
10112,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,1-Apr-10,4,1,2010,,,,,,,,,,,,50,1,2010
9957,FLOOD,IDN74,SULAWESI TENGGARA,KOLAKA,1-Apr-10,4,1,2010,,,,,,,,,,,,5,1,2010
9887,FLOOD,IDN13,SUMATERA BARAT,PASAMAN BARAT,1-Apr-10,4,1,2010,,,,,,,,,,,,49,1,2010
9892,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,1-Apr-10,4,1,2010,,,,,,,,,,,,6,1,2010
11596,FLOOD,IDN32,JAWA BARAT,BANDUNG,1-Apr-10,4,1,2010,,,,,,,,,,,,48,1,2010
11597,FLOOD,IDN32,JAWA BARAT,SUMEDANG,1-Apr-10,4,1,2010,,,,,,,,,,,,10,1,2010
11600,FLOOD,IDN32,JAWA BARAT,BANDUNG BARAT,1-Apr-10,4,1,2010,,,,,,,,,,,,2,1,2010
11599,FLOOD,IDN32,JAWA BARAT,CIANJUR,1-Apr-10,4,1,2010,,,,,,,,,,,,3,1,2010
9889,FLOOD,IDN13,SUMATERA BARAT,KOTA PAYAKUMBUH,1-Apr-10,4,1,2010,,,,,,,,,,,,11,1,2010
9891,FLOOD,IDN13,SUMATERA BARAT,TANAH DATAR,1-Apr-10,4,1,2010,,,,,,,,,,,,6,1,2010
9890,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,1-Apr-10,4,1,2010,,,,,,,,,,,,10,1,2010
9886,FLOOD,IDN13,SUMATERA BARAT,LIMA PULUH KOTA,1-Apr-10,4,1,2010,,,,,,,,,,,,113,1,2010
9888,FLOOD,IDN13,SUMATERA BARAT,PASAMAN,1-Apr-10,4,1,2010,,,,,,,,,,,,41,1,2010
10675,FLOOD,IDN35,JAWA TIMUR,PACITAN,1-Apr-10,4,1,2010,,,,,,,,,,,,23,1,2010
10674,FLOOD,IDN35,JAWA TIMUR,SUMENEP,1-Apr-10,4,1,2010,,,,,,,,,,,,33,1,2010
10676,FLOOD,IDN35,JAWA TIMUR,TULUNGAGUNG,1-Apr-10,4,1,2010,,,,,,,,,,,,5,1,2010
10678,FLOOD,IDN35,JAWA TIMUR,PASURUAN,1-Apr-10,4,1,2010,,,,,,,,,,,,1,1,2010
10677,FLOOD,IDN35,JAWA TIMUR,KEDIRI,1-Apr-10,4,1,2010,,,,,,,,,,,,2,1,2010
11099,FLOOD,IDN33,JAWA TENGAH,KOTA TEGAL,1-Apr-10,4,1,2010,,,,,,,,,,,,8,1,2010
11098,FLOOD,IDN33,JAWA TENGAH,SEMARANG,1-Apr-10,4,1,2010,,,,,,,,,,,,44,1,2010
11097,FLOOD,IDN33,JAWA TENGAH,PATI,1-Apr-10,4,1,2010,,,,,,,,,,,,258,1,2010
10673,FLOOD,IDN35,JAWA TIMUR,TUBAN,1-Apr-10,4,1,2010,,,,,,,,,,,,95,1,2010
9958,FLOOD,IDN74,SULAWESI TENGGARA,KOTA KENDARI,2-Apr-10,4,2,2010,,,,,,,,,,1,,,,2010
11601,FLOOD,IDN32,JAWA BARAT,BANDUNG,2-Apr-10,4,2,2010,,,,,,,,,,,,,,2010
9729,FLOOD,IDN12,SUMATERA UTARA,TAPANULI SELATAN,3-Apr-10,4,3,2010,5,6,,,,,,,,,,,,2010
9893,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,3-Apr-10,4,3,2010,,,,,,,,,201,,,13,1,2010
9730,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,3-Apr-10,4,3,2010,,,,,,,,,,,,,,2010
11602,FLOOD,IDN32,JAWA BARAT,BANDUNG,4-Apr-10,4,4,2010,,,,,,,4,,,,,,,2010
11104,FLOOD,IDN33,JAWA TENGAH,WONOSOBO,4-Apr-10,4,4,2010,1,,,,,,,,,,,,,2010
9809,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,5-Apr-10,4,5,2010,,,,,,28,,,,,,,,2010
10682,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,5-Apr-10,4,5,2010,,,,,,,,,3,,,,,2010
11106,FIRE,IDN33,JAWA TENGAH,TEGAL,5-Apr-10,4,5,2010,,,,,,,,,195,,,,,2010
11605,FLOOD,IDN32,JAWA BARAT,BANDUNG,6-Apr-10,4,6,2010,,,,,,,,,,,,,,2010
10683,FLOOD,IDN35,JAWA TIMUR,LAMONGAN,7-Apr-10,4,7,2010,,,,,,,,,,,,,,2010
9959,FLOOD,IDN74,SULAWESI TENGGARA,MUNA,8-Apr-10,4,8,2010,,,,,,,,,,,,,,2010
11606,FLOOD,IDN32,JAWA BARAT,BANDUNG,9-Apr-10,4,9,2010,,,,,,,,,,,,,,2010
9895,FLOOD,IDN13,SUMATERA BARAT,SOLOK,10-Apr-10,4,10,2010,,20,,,,,,,,,,81,1,2010
11112,FIRE,IDN33,JAWA TENGAH,WONOSOBO,10-Apr-10,4,10,2010,,,,,,,,,51,,,,,2010
11607,FLOOD,IDN32,JAWA BARAT,GARUT,11-Apr-10,4,11,2010,,4,,,,,,,12,,,72,1,2010
9812,FLOOD,IDN16,SUMATERA SELATAN,OGAN KOMERING ILIR,11-Apr-10,4,11,2010,,,,,,2,,,230,,,,,2010
10684,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,11-Apr-10,4,11,2010,,,,,,,,,,,,,,2010
11116,FIRE,IDN33,JAWA TENGAH,WONOGIRI,12-Apr-10,4,12,2010,,,,,,,,,25,,,,,2010
10113,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,13-Apr-10,4,13,2010,,,,,,,,,,359,,5,1,2010
11118,FIRE,IDN33,JAWA TENGAH,CILACAP,13-Apr-10,4,13,2010,,,,,,,,,5.5,,,,,2010
10685,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,15-Apr-10,4,15,2010,,,,,,,,,40,,,,,2010
9733,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,15-Apr-10,4,15,2010,,,,,,,,,,,,,,2010
9813,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,15-Apr-10,4,15,2010,,,,,,47,,,,,,,,2010
11120,FIRE,IDN33,JAWA TENGAH,PEMALANG,15-Apr-10,4,15,2010,,,,,,,,,55,,,,,2010
10687,FLOOD,IDN35,JAWA TIMUR,MOJOKERTO,16-Apr-10,4,16,2010,,,,,,,,,,,,,,2010
9734,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,16-Apr-10,4,16,2010,,,,,,,,,,,,,,2010
9735,FIRE,IDN12,SUMATERA UTARA,ASAHAN,17-Apr-10,4,17,2010,,,,,,,,,,,,,,2010
10688,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,18-Apr-10,4,18,2010,,,,,,,,,50,,,,,2010
11824,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,20-Apr-10,4,20,2010,,107,,,,,1,,,,,,,2010
10689,FLOOD,IDN35,JAWA TIMUR,JEMBER,20-Apr-10,4,20,2010,,,,,,,,,,,,8,1,2010
11130,FLOOD,IDN33,JAWA TENGAH,CILACAP,22-Apr-10,4,22,2010,1,,,,,,,,1.222,,,149,1,2010
11825,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,23-Apr-10,4,23,2010,,1,,,,,400,,,,,,,2010
10691,FLOOD,IDN35,JAWA TIMUR,LAMONGAN,23-Apr-10,4,23,2010,,,,,,,,,,,,,,2010
11132,FLOOD,IDN33,JAWA TENGAH,BREBES,23-Apr-10,4,23,2010,,,,,,,,,,,,,,2010
11135,FIRE,IDN33,JAWA TENGAH,PEMALANG,23-Apr-10,4,23,2010,,,,,,,,,12.5,,,,,2010
10692,FIRE,IDN35,JAWA TIMUR,BOJONEGORO,23-Apr-10,4,23,2010,,,,,,,,,1.35,,,,,2010
9897,FLOOD,IDN13,SUMATERA BARAT,AGAM,25-Apr-10,4,25,2010,2,5,1,,,,150,,,,,49,1,2010
9899,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,25-Apr-10,4,25,2010,3,3,,,,,2,,,,,,,2010
11138,FIRE,IDN33,JAWA TENGAH,CILACAP,26-Apr-10,4,26,2010,,,,,,,,,1,,,,,2010
11139,FLOOD,IDN33,JAWA TENGAH,BLORA,27-Apr-10,4,27,2010,1,,,,,,,,,,,,,2010
11140,FLOOD,IDN33,JAWA TENGAH,WONOGIRI,27-Apr-10,4,27,2010,,,,,,,,,5,,,,,2010
10694,FLOOD,IDN35,JAWA TIMUR,MALANG,27-Apr-10,4,27,2010,,,,,,4,,,,,,363,1,2010
10695,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,27-Apr-10,4,27,2010,,,,,,,,,9.655,,5,117,1,2010
11141,FIRE,IDN33,JAWA TENGAH,CILACAP,27-Apr-10,4,27,2010,,,,,,,,,10,,,,,2010
11144,FLOOD,IDN33,JAWA TENGAH,DEMAK,28-Apr-10,4,28,2010,,,,,,,105,,,,,,,2010
9815,FIRE,IDN16,SUMATERA SELATAN,LAHAT,28-Apr-10,4,28,2010,1,,,,,,,,,,,,,2010
11143,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,28-Apr-10,4,28,2010,,,,,,,,,,,,,,2010
11145,FIRE,IDN33,JAWA TENGAH,CILACAP,28-Apr-10,4,28,2010,,,,,,,,,10,,,,,2010
9736,FLOOD,IDN12,SUMATERA UTARA,SAMOSIR,29-Apr-10,4,29,2010,2,1,3,,,,,,,,,,,2010
10700,FLOOD,IDN35,JAWA TIMUR,JOMBANG,29-Apr-10,4,29,2010,,,,,,,,,,1,,,,2010
11146,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,29-Apr-10,4,29,2010,,,,,,,,,90,,,49,1,2010
10699,FLOOD,IDN35,JAWA TIMUR,MALANG,29-Apr-10,4,29,2010,,,,,,,,,50,,,,,2010
11616,FLOOD,IDN32,JAWA BARAT,CIANJUR,1-May-10,5,1,2010,,,,,,,,,,,,3,1,2010
10035,FLOOD,IDN72,SULAWESI TENGAH,BUOL,1-May-10,5,1,2010,,,,,,,,,,,,17,1,2010
9903,FLOOD,IDN13,SUMATERA BARAT,PADANG PARIAMAN,1-May-10,5,1,2010,,,,,,,,,,,,1,1,2010
10116,FLOOD,IDN73,SULAWESI SELATAN,LUWU,1-May-10,5,1,2010,,,,,,,,,,,,212,1,2010
10036,FLOOD,IDN72,SULAWESI TENGAH,SIGI,1-May-10,5,1,2010,,,,,,,,,,,,4,1,2010
9902,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,1-May-10,5,1,2010,,,,,,,,,,,,2,1,2010
9901,FLOOD,IDN13,SUMATERA BARAT,KOTA SAWAH LUNTO,1-May-10,5,1,2010,,,,,,,,,,,,68,1,2010
11615,FLOOD,IDN32,JAWA BARAT,KUNINGAN,1-May-10,5,1,2010,,,,,,,,,,,,7,1,2010
11149,FLOOD,IDN33,JAWA TENGAH,SEMARANG,1-May-10,5,1,2010,,,,,,,,,,,,6,1,2010
11617,FLOOD,IDN32,JAWA BARAT,BANDUNG BARAT,1-May-10,5,1,2010,,,,,,,,,,,,2,1,2010
11147,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,1-May-10,5,1,2010,,,,,,,,,,,,628,1,2010
10706,FLOOD,IDN35,JAWA TIMUR,KEDIRI,1-May-10,5,1,2010,,,,,,,,,,,,14,1,2010
10701,FLOOD,IDN35,JAWA TIMUR,GRESIK,1-May-10,5,1,2010,,,,,,,,,,,,239,1,2010
10704,FLOOD,IDN35,JAWA TIMUR,SAMPANG,1-May-10,5,1,2010,,,,,,,,,,,,65,1,2010
10705,FLOOD,IDN35,JAWA TIMUR,LUMAJANG,1-May-10,5,1,2010,,,,,,,,,,,,27,1,2010
10707,FLOOD,IDN35,JAWA TIMUR,SIDOARJO,1-May-10,5,1,2010,,,,,,,,,,,,1,1,2010
10702,FLOOD,IDN35,JAWA TIMUR,SUMENEP,1-May-10,5,1,2010,,,,,,,,,,,,120,1,2010
10703,FLOOD,IDN35,JAWA TIMUR,PONOROGO,1-May-10,5,1,2010,,,,,,,,,,,,73,1,2010
11148,FLOOD,IDN33,JAWA TENGAH,PATI,1-May-10,5,1,2010,,,,,,,,,,,,211,1,2010
11614,FLOOD,IDN32,JAWA BARAT,SUMEDANG,1-May-10,5,1,2010,,,,,,,,,,,,104,1,2010
10114,FLOOD,IDN73,SULAWESI SELATAN,SIDENRENG RAPPANG,1-May-10,5,1,2010,,,,,,,,,,,,788,1,2010
10115,FLOOD,IDN73,SULAWESI SELATAN,LUWU UTARA,1-May-10,5,1,2010,,,,,,,,,,,,243,1,2010
10117,FLOOD,IDN73,SULAWESI SELATAN,LUWU TIMUR,1-May-10,5,1,2010,,,,,,,,,,,,6,1,2010
11151,FIRE,IDN33,JAWA TENGAH,CILACAP,2-May-10,5,2,2010,,,,,,,,,5,,,,,2010
11152,FIRE,IDN33,JAWA TENGAH,WONOGIRI,2-May-10,5,2,2010,,,,,,,,,2.75,,,,,2010
10118,FLOOD,IDN73,SULAWESI SELATAN,PINRANG,4-May-10,5,4,2010,,,,,,1,,,,2,,,,2010
9737,FIRE,IDN12,SUMATERA UTARA,LABUHAN BATU,4-May-10,5,4,2010,,,,,,,,,,,,,,2010
10708,FLOOD,IDN35,JAWA TIMUR,TRENGGALEK,5-May-10,5,5,2010,8,1,,,,,,,2.193,,,641,1,2010
10711,FLOOD,IDN35,JAWA TIMUR,TRENGGALEK,5-May-10,5,5,2010,4,,,,,,,,,,,,,2010
10709,FLOOD,IDN35,JAWA TIMUR,TULUNGAGUNG,5-May-10,5,5,2010,,,,,,,,,41,,,91,1,2010
10710,FLOOD,IDN35,JAWA TIMUR,BANYUWANGI,5-May-10,5,5,2010,,,,,,,,,,,,,,2010
11155,FIRE,IDN33,JAWA TENGAH,CILACAP,5-May-10,5,5,2010,,,,,,,,,18,,,,,2010
10120,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,6-May-10,5,6,2010,3,1,,,,,,,,,,,,2010
10119,FLOOD,IDN73,SULAWESI SELATAN,BULUKUMBA,6-May-10,5,6,2010,,,,,,,,,,5,4,,,2010
10121,FIRE,IDN73,SULAWESI SELATAN,SOPPENG,6-May-10,5,6,2010,,,,,,,,,250,,,,,2010
9816,FIRE,IDN16,SUMATERA SELATAN,MUSI RAWAS,6-May-10,5,6,2010,,,,,,29,,,,,,,,2010
