Serial,Event,Code Province/State,Province/State,Municipality,Date,Month,Day,Year,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Affected,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Agriculture,Year
4419,FIRE,IDN12,SUMATERA UTARA,TOBA SAMOSIR,29-Aug-98,8,29,1998,,,,,,319,,,83.6655,,,,,1998
4350,FLOOD,IDN72,SULAWESI TENGAH,MOROWALI,7-Sep-98,9,7,1998,,,,14,,,,,,,,,,1998
4345,FIRE,IDN73,SULAWESI SELATAN,LUWU,11-Sep-98,9,11,1998,3,,,172,,,,,,,,,,1998
4346,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,11-Sep-98,9,11,1998,,,,,1,,,,10,,,,,1998
4355,FLOOD,IDN32,JAWA BARAT,CIREBON,2-Oct-98,10,2,1998,,,,104,,370,,,200,,,285,1,1998
4395,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,18-Oct-98,10,18,1998,,,,,,8,,,20,,,,,1998
4387,FIRE,IDN73,SULAWESI SELATAN,KOTA PARE-PARE,19-Oct-98,10,19,1998,,,,3,,10,,,170,,,,,1998
4389,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,30-Oct-98,10,30,1998,,,,,,,,,70.15,,,,,1998
4368,FLOOD,IDN73,SULAWESI SELATAN,TANA TORAJA,13-Nov-98,11,13,1998,,,,5,3,65,,,10,,,,,1998
4408,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,23-Nov-98,11,23,1998,,,,65,,945,,,,,,,,1998
4415,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,2-Dec-98,12,2,1998,,,,,,169,,,,,,,,1998
4399,FLOOD,IDN32,JAWA BARAT,TASIKMALAYA,18-Dec-98,12,18,1998,,,,,104,1450,,,70,1,,30,1,1998
4400,FLOOD,IDN33,JAWA TENGAH,DEMAK,27-Dec-98,12,27,1998,5,,,83,2703,3311,,,49.5975,,,991,1,1998
4427,FLOOD,IDN73,SULAWESI SELATAN,TAKALAR,2-Jan-99,1,2,1999,3,,,,,,,,,,,3700,1,1999
4431,FLOOD,IDN73,SULAWESI SELATAN,SOPPENG,2-Jan-99,1,2,1999,1,,,15,,,,,750,,,4500,1,1999
4429,FLOOD,IDN73,SULAWESI SELATAN,GOWA,2-Jan-99,1,2,1999,1,,,28,,,,,2000,,,,,1999
4428,FLOOD,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,2-Jan-99,1,2,1999,,,,,,,,,2000,,,,,1999
4441,FIRE,IDN16,SUMATERA SELATAN,KOTA PALEMBANG,2-Jan-99,1,2,1999,,,,77,,,,,,,,,,1999
4436,FLOOD,IDN35,JAWA TIMUR,SITUBONDO,20-Jan-99,1,20,1999,,,,15,,,,,12.15,,,,,1999
4435,FLOOD,IDN33,JAWA TENGAH,BREBES,30-Jan-99,1,30,1999,,,,,60,,,,,,,,,1999
4442,FLOOD,IDN74,SULAWESI TENGGARA,KOLAKA,8-Feb-99,2,8,1999,,,1,23,,,,,1200,,,,,1999
4454,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,10-Feb-99,2,10,1999,,,,18,,,,,2000,9,,,,1999
4459,FLOOD,IDN35,JAWA TIMUR,LUMAJANG,7-Mar-99,3,7,1999,,,,5,,,,,,,,,,1999
4480,FIRE,IDN32,JAWA BARAT,KOTA BANDUNG,7-Mar-99,3,7,1999,,,,38,15,235,,,,,,,,1999
4472,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,13-Mar-99,3,13,1999,3,,,1,,20,,,100,,,,,1999
4458,FLOOD,IDN35,JAWA TIMUR,KOTA PASURUAN,16-Mar-99,3,16,1999,,,,20,,1800,,,1200,,,,,1999
4462,FLOOD,IDN73,SULAWESI SELATAN,TANA TORAJA,16-Mar-99,3,16,1999,,,,3,,21,,,20,,,,,1999
4457,FLOOD,IDN33,JAWA TENGAH,KENDAL,20-Mar-99,3,20,1999,,,,,,5468,,,,,,,,1999
4468,FIRE,IDN12,SUMATERA UTARA,TOBA SAMOSIR,23-Mar-99,3,23,1999,,,,32,,179,,,,,,,,1999
4476,FLOOD,IDN71,SULAWESI UTARA,KOTA BITUNG,24-Mar-99,3,24,1999,2,,,9,101,,,,,,,,,1999
4512,FIRE,IDN73,SULAWESI SELATAN,TANA TORAJA,13-Jun-99,6,13,1999,,,,3,,,,,9,,,,,1999
4517,FIRE,IDN12,SUMATERA UTARA,DELI SERDANG,16-Jun-99,6,16,1999,,,,87,,,,,,,,,,1999
4521,FLOOD,IDN32,JAWA BARAT,CIAMIS,21-Jun-99,6,21,1999,,,,8,,1030,,,,,,,,1999
4518,FIRE,IDN12,SUMATERA UTARA,KOTA MEDAN,21-Jun-99,6,21,1999,,,,75,,,,,750,,,,,1999
4492,FLOOD,IDN74,SULAWESI TENGGARA,KOTA KENDARI,3-Jul-99,7,3,1999,,,,,307,10176,,,2000,,,96,1,1999
4493,FLOOD,IDN73,SULAWESI SELATAN,BULUKUMBA,16-Jul-99,7,16,1999,,,,,250,,,,,,,,,1999
4497,FIRE,IDN13,SUMATERA BARAT,AGAM,17-Jul-99,7,17,1999,,,,3,,30,,,,,,,,1999
4644,FLOOD,IDN71,SULAWESI UTARA,KEPULAUAN TALAUD,20-Jan-01,1,20,2001,5,,,,,,,,,,,,,2001
4645,FLOOD,IDN33,JAWA TENGAH,REMBANG,29-Jan-01,1,29,2001,2,,,90,20,,,,,,,,,2001
4646,FLOOD,IDN33,JAWA TENGAH,BLORA,29-Jan-01,1,29,2001,,,,93,,,,,47.523,,,,,2001
4647,FLOOD,IDN33,JAWA TENGAH,KUDUS,29-Jan-01,1,29,2001,,,,3,,,,,,,,5,1,2001
4668,FLOOD,IDN33,JAWA TENGAH,SRAGEN,13-Feb-01,2,13,2001,,,,,,,,,,,,286,1,2001
4675,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,27-Feb-01,2,27,2001,,,,,,,,,532,,,150,1,2001
4678,FLOOD,IDN33,JAWA TENGAH,PEMALANG,5-Mar-01,3,5,2001,,,,16,,,,,,,,10555,1,2001
4681,FIRE,IDN33,JAWA TENGAH,BOYOLALI,15-Mar-01,3,15,2001,,,,,,,,,30.5,,,,,2001
4682,FIRE,IDN33,JAWA TENGAH,PURBALINGGA,16-Mar-01,3,16,2001,,,,1,,,,,15,,,,,2001
4696,FIRE,IDN73,SULAWESI SELATAN,GOWA,3-Apr-01,4,3,2001,,,,1,,,,,88.8,,,,,2001
4699,FLOOD,IDN33,JAWA TENGAH,TEMANGGUNG,6-Apr-01,4,6,2001,,,,11,,,,,25,,,,,2001
4700,FIRE,IDN33,JAWA TENGAH,KLATEN,6-Apr-01,4,6,2001,,,,1,,,,,14.5,,,,,2001
4707,FLOOD,IDN33,JAWA TENGAH,GROBOGAN,12-Apr-01,4,12,2001,,,,,,,,,1223348,,,830,1,2001
4708,FIRE,IDN33,JAWA TENGAH,WONOGIRI,12-Apr-01,4,12,2001,,,,1,,,,,6,,,,,2001
4710,FLOOD,IDN33,JAWA TENGAH,DEMAK,13-Apr-01,4,13,2001,,,,170,,,,,,,,430,1,2001
4718,FIRE,IDN33,JAWA TENGAH,BOYOLALI,20-Apr-01,4,20,2001,,,,1,,,,,2,,,,,2001
4720,FIRE,IDN33,JAWA TENGAH,PURBALINGGA,22-Apr-01,4,22,2001,,,,,1,,,,23.5,,,,,2001
4719,FIRE,IDN33,JAWA TENGAH,REMBANG,22-Apr-01,4,22,2001,,,,1,,,,,23.5,,,,,2001
4721,FIRE,IDN33,JAWA TENGAH,TEMANGGUNG,23-Apr-01,4,23,2001,,,,,7,,,,70,,,,,2001
4722,FIRE,IDN73,SULAWESI SELATAN,KOTA PARE-PARE,26-Apr-01,4,26,2001,,,1,,1,,,,26,,,,,2001
4724,FIRE,IDN33,JAWA TENGAH,WONOGIRI,28-Apr-01,4,28,2001,,,,1,,,,,12.65,,,,,2001
4726,FIRE,IDN73,SULAWESI SELATAN,WAJO,30-Apr-01,4,30,2001,,,,,5,,,,600,,,,,2001
4725,FIRE,IDN33,JAWA TENGAH,KARANGANYAR,30-Apr-01,4,30,2001,,,,1,,,,,2,,,,,2001
4728,FIRE,IDN33,JAWA TENGAH,WONOSOBO,1-May-01,5,1,2001,,,,,1,,,,15,,,,,2001
4730,FLOOD,IDN33,JAWA TENGAH,WONOSOBO,3-May-01,5,3,2001,,,,,,,,,,,,,,2001
4729,FIRE,IDN33,JAWA TENGAH,MAGELANG,3-May-01,5,3,2001,,,,,,,,,10,,,,,2001
4733,FIRE,IDN33,JAWA TENGAH,WONOSOBO,10-May-01,5,10,2001,,1,,,1,,,,35,,,,,2001
4737,FIRE,IDN33,JAWA TENGAH,WONOGIRI,13-May-01,5,13,2001,,,,6,,,,,10,,,,,2001
4735,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,13-May-01,5,13,2001,,,,,2,,,,35,,,,,2001
4738,FIRE,IDN33,JAWA TENGAH,WONOSOBO,14-May-01,5,14,2001,,,,1,,,,,2.5,,,,,2001
4739,FIRE,IDN33,JAWA TENGAH,WONOSOBO,15-May-01,5,15,2001,,2,,,1,,,,15,,,,,2001
4741,FIRE,IDN33,JAWA TENGAH,BLORA,18-May-01,5,18,2001,,,,3,,,,,38,1,,,,2001
4745,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,24-May-01,5,24,2001,,,,11,,,,,500,,,,,2001
4747,FIRE,IDN33,JAWA TENGAH,SEMARANG,31-May-01,5,31,2001,,,,,1,,,,42,,,,,2001
4748,FIRE,IDN33,JAWA TENGAH,KARANGANYAR,31-May-01,5,31,2001,,,,1,,,,,,,,,,2001
4750,FLOOD,IDN73,SULAWESI SELATAN,BANTAENG,8-Jun-01,6,8,2001,,,,82,1348,,,,71.5539,,,,,2001
4752,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,10-Jun-01,6,10,2001,,,,1,,,,,,,,,,2001
4,FLOOD,IDN12,SUMATERA UTARA,KOTA TEBING TINGGI,1-Jan-02,1,1,2002,,,,,,,9539,,,,9,,,2002
1,FLOOD,IDN12,SUMATERA UTARA,DELI SERDANG,1-Jan-02,1,1,2002,,,,,,,1790,,,,,,,2002
3,FLOOD,IDN12,SUMATERA UTARA,KOTA MEDAN,1-Jan-02,1,1,2002,,,,7,,,1004,,,,2,,,2002
2,FLOOD,IDN73,SULAWESI SELATAN,GOWA,1-Jan-02,1,1,2002,7,,,869,,,,,,,,1199,1,2002
5,FLOOD,IDN33,JAWA TENGAH,BREBES,2-Jan-02,1,2,2002,,,,,,,,,55,,,65,1,2002
7,FLOOD,IDN71,SULAWESI UTARA,,3-Jan-02,1,3,2002,5,2,,,,,,,,,,,,2002
8,FLOOD,IDN33,JAWA TENGAH,KEBUMEN,4-Jan-02,1,4,2002,,,,,,,,,,,,200,1,2002
10,FLOOD,IDN16,SUMATERA SELATAN,KOTA PAGAR ALAM,11-Jan-02,1,11,2002,22,,,14,,,,,985,,,7,1,2002
11,FLOOD,IDN12,SUMATERA UTARA,DELI SERDANG,13-Jan-02,1,13,2002,2,,,,,,3390,,,,,,,2002
12,FLOOD,IDN12,SUMATERA UTARA,KOTA MEDAN,13-Jan-02,1,13,2002,9,,4,65,,,,,,,,,,2002
14,FLOOD,IDN33,JAWA TENGAH,BATANG,16-Jan-02,1,16,2002,1,,,50,,,176,,,,,,,2002
19,FLOOD,IDN33,JAWA TENGAH,CILACAP,17-Jan-02,1,17,2002,1,,,193,,,,,19000,,,86,1,2002
17,FLOOD,IDN33,JAWA TENGAH,BANJARNEGARA,17-Jan-02,1,17,2002,,,,6,,,,,31,,,,,2002
18,FLOOD,IDN33,JAWA TENGAH,BANYUMAS,17-Jan-02,1,17,2002,,,,28,,,,,6134,,,,,2002
27,FLOOD,IDN33,JAWA TENGAH,DEMAK,22-Jan-02,1,22,2002,,,,,,,1250,,757,,,140,1,2002
29,FLOOD,IDN33,JAWA TENGAH,SEMARANG,22-Jan-02,1,22,2002,1,,,8,,,200,,2322,,,,,2002
28,FLOOD,IDN33,JAWA TENGAH,KENDAL,22-Jan-02,1,22,2002,,,,3,,,,,742,,,142,1,2002
26,FLOOD,IDN33,JAWA TENGAH,BLORA,22-Jan-02,1,22,2002,,,,,,,,,443,,,26,1,2002
41,FLOOD,IDN33,JAWA TENGAH,BATANG,29-Jan-02,1,29,2002,,,,4,,,2600,,8951,,,,,2002
46,FLOOD,IDN33,JAWA TENGAH,PEKALONGAN,30-Jan-02,1,30,2002,,,,,,,20832,,3000,,,601,1,2002
48,FLOOD,IDN35,JAWA TIMUR,SAMPANG,30-Jan-02,1,30,2002,16,,,,,,,,,,,,,2002
47,FLOOD,IDN33,JAWA TENGAH,PEMALANG,30-Jan-02,1,30,2002,,,,,,,,,,,,129,1,2002
52,FLOOD,IDN32,JAWA BARAT,CIANJUR,1-Feb-02,2,1,2002,,,,106,,,,,,,,20,1,2002
55,FLOOD,IDN32,JAWA BARAT,GARUT,2-Feb-02,2,2,2002,,,,251,,,,,,,,,,2002
57,FLOOD,IDN33,JAWA TENGAH,PEKALONGAN,3-Feb-02,2,3,2002,,237,,,,,,,3187,,,20,1,2002
58,FLOOD,IDN33,JAWA TENGAH,PEMALANG,3-Feb-02,2,3,2002,,,,3,,,,,,,,24,1,2002
59,FLOOD,IDN32,JAWA BARAT,BANDUNG,4-Feb-02,2,4,2002,,,,732,,,,,,,,277,1,2002
61,FLOOD,IDN35,JAWA TIMUR,SITUBONDO,5-Feb-02,2,5,2002,21,,,,,,,,,,,,,2002
60,FLOOD,IDN35,JAWA TIMUR,BONDOWOSO,5-Feb-02,2,5,2002,17,,6,65,,,,,500,,,,,2002
62,FLOOD,IDN32,JAWA BARAT,BEKASI,6-Feb-02,2,6,2002,5,15322,,,,,,,,,9,,,2002
64,FLOOD,IDN33,JAWA TENGAH,JEPARA,7-Feb-02,2,7,2002,2,,,132,,,8421,,14578,,,2018,1,2002
65,FLOOD,IDN33,JAWA TENGAH,PATI,7-Feb-02,2,7,2002,,,,,,,2308,,60490,,,1610,1,2002
66,FLOOD,IDN33,JAWA TENGAH,REMBANG,7-Feb-02,2,7,2002,,,,1,,,1600,,2770,,,20,1,2002
69,FLOOD,IDN33,JAWA TENGAH,WONOGIRI,14-Feb-02,2,14,2002,,,,2,,,,,190,,,,,2002
71,FLOOD,IDN31,DKI JAKARTA,,16-Feb-02,2,16,2002,,4897,,,,,154270,,,,,,,2002
70,FLOOD,IDN33,JAWA TENGAH,BATANG,16-Feb-02,2,16,2002,5,,,73,,,176,,,,,,,2002
74,FLOOD,IDN33,JAWA TENGAH,SEMARANG,16-Feb-02,2,16,2002,11,7,,10,,,84,,,,,,,2002
72,FLOOD,IDN33,JAWA TENGAH,PEKALONGAN,16-Feb-02,2,16,2002,,,,11,,,18,,,,,,,2002
76,FLOOD,IDN33,JAWA TENGAH,PATI,17-Feb-02,2,17,2002,,,,,,,319,,,,,7,1,2002
75,FLOOD,IDN33,JAWA TENGAH,BATANG,17-Feb-02,2,17,2002,4,,,38,,,186,,,,,,,2002
84,FLOOD,IDN72,SULAWESI TENGAH,,6-Mar-02,3,6,2002,9,,,,,,1868,,,,,,,2002
85,FIRE,IDN33,JAWA TENGAH,KOTA SEMARANG,7-Mar-02,3,7,2002,,,,,,,,,160,,,,,2002
91,FLOOD,IDN72,SULAWESI TENGAH,MOROWALI,25-Mar-02,3,25,2002,,274,,1340,,,9133,,,8,,776,1,2002
92,FLOOD,IDN12,SUMATERA UTARA,NIAS,25-Mar-02,3,25,2002,7,,,,,,,,,,,,,2002
98,FLOOD,IDN33,JAWA TENGAH,CILACAP,2-Apr-02,4,2,2002,,,,,,,,,268,,,165,1,2002
113,FLOOD,IDN74,SULAWESI TENGGARA,KOTA KENDARI,2-May-02,5,2,2002,3,,,1141,,,6027,,,,33,2213,1,2002
114,FLOOD,IDN73,SULAWESI SELATAN,SOPPENG,5-May-02,5,5,2002,,56213,,4,,,,,,,8,,,2002
115,FLOOD,IDN13,SUMATERA BARAT,LIMA PULUH KOTA,6-May-02,5,6,2002,28,,,265,,,16950,,,,,,,2002
116,FLOOD,IDN73,SULAWESI SELATAN,WAJO,9-May-02,5,9,2002,9,3936,,15795,,,56213,,43000,76,1,,,2002
118,FLOOD,IDN74,SULAWESI TENGGARA,KOTA KENDARI,16-May-02,5,16,2002,,,,155,,,708,,,,,,,2002
121,FIRE,IDN33,JAWA TENGAH,BANJARNEGARA,6-Jun-02,6,6,2002,,,,5,,,,,55,,,,,2002
124,FIRE,IDN33,JAWA TENGAH,WONOGIRI,22-Jun-02,6,22,2002,,,,,,,,,19000,,,,,2002
126,FIRE,IDN33,JAWA TENGAH,KARANGANYAR,30-Jun-02,6,30,2002,,,,,,,,,7000,,,,,2002
127,FIRE,IDN33,JAWA TENGAH,JEPARA,1-Jul-02,7,1,2002,,,,,,,,,5000,,,,,2002
128,FIRE,IDN32,JAWA BARAT,BOGOR,5-Jul-02,7,5,2002,,,,6,,,,,,,,,,2002
129,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,8-Jul-02,7,8,2002,,,,742,,,3350,,,,,,,2002
131,FIRE,IDN32,JAWA BARAT,BOGOR,10-Jul-02,7,10,2002,,,,24,,,,,,,,,,2002
133,FIRE,IDN32,JAWA BARAT,GARUT,10-Jul-02,7,10,2002,,,,5,,,,,,,,,,2002
136,FIRE,IDN32,JAWA BARAT,BOGOR,30-Jul-02,7,30,2002,,,,14,,,,,,,,,,2002
151,FIRE,IDN13,SUMATERA BARAT,PASAMAN,25-Aug-02,8,25,2002,,,,14,,,,,200,,,,,2002
156,FIRE,IDN32,JAWA BARAT,SUMEDANG,9-Oct-02,10,9,2002,,,,8,,,,,53,,,,,2002
158,FIRE,IDN32,JAWA BARAT,SUMEDANG,10-Oct-02,10,10,2002,,,,5,,,,,92,,,,,2002
166,FIRE,IDN32,JAWA BARAT,SUMEDANG,25-Oct-02,10,25,2002,,,,10,,,,,190,,,,,2002
167,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,2-Nov-02,11,2,2002,,,,632,,,5000,,,,,,,2002
172,FLOOD,IDN33,JAWA TENGAH,KEBUMEN,15-Nov-02,11,15,2002,,,,36,,,,,,,,2500,1,2002
177,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,20-Nov-02,11,20,2002,,,,527,,,1988,,,,,,,2002
178,FLOOD,IDN12,SUMATERA UTARA,NIAS,21-Nov-02,11,21,2002,,5,,,,,31997,,,,,,,2002
183,FLOOD,IDN32,JAWA BARAT,BANDUNG,5-Dec-02,12,5,2002,,,,11,,,,,,,,,,2002
187,FLOOD,IDN35,JAWA TIMUR,MALANG,8-Dec-02,12,8,2002,2,,7,76,,,,,1000,,,,,2002
188,FLOOD,IDN13,SUMATERA BARAT,SOLOK,8-Dec-02,12,8,2002,,,,5,,,,,,,,1600,1,2002
190,FIRE,IDN32,JAWA BARAT,BANDUNG,10-Dec-02,12,10,2002,,,,18,,,,,500,,,,,2002
191,FLOOD,IDN35,JAWA TIMUR,MOJOKERTO,11-Dec-02,12,11,2002,32,11,,,,,,,,,,,,2002
199,FLOOD,IDN13,SUMATERA BARAT,SOLOK,22-Dec-02,12,22,2002,,,,12,,,,,,,,,,2002
197,FLOOD,IDN13,SUMATERA BARAT,KOTA PADANG,22-Dec-02,12,22,2002,,,,7,,,,,,,,,,2002
203,FLOOD,IDN35,JAWA TIMUR,MADIUN,25-Dec-02,12,25,2002,,,,,,,,,,,,50,1,2002
204,FLOOD,IDN32,JAWA BARAT,BANDUNG,26-Dec-02,12,26,2002,,,,,,,1500,,,,,,,2002
207,FLOOD,IDN76,SULAWESI BARAT,POLEWALI MANDAR,26-Dec-02,12,26,2002,3,,,450,,,606,,,,,100,1,2002
205,FLOOD,IDN13,SUMATERA BARAT,KOTA PADANG,26-Dec-02,12,26,2002,,,,7,,,,,,1,1,,,2002
222,FLOOD,IDN33,JAWA TENGAH,WONOGIRI,3-Jan-03,1,3,2003,,,,4,,,,,272,,,28,1,2003
220,FLOOD,IDN33,JAWA TENGAH,PURWOREJO,3-Jan-03,1,3,2003,,,,89,,28048,,,768,,,447,1,2003
226,FLOOD,IDN33,JAWA TENGAH,WONOGIRI,4-Jan-03,1,4,2003,,,,9,,,,,3,,,,,2003
224,FLOOD,IDN33,JAWA TENGAH,KEBUMEN,4-Jan-03,1,4,2003,,,,2,,10,,,686,,,200,1,2003
227,FLOOD,IDN33,JAWA TENGAH,WONOSOBO,4-Jan-03,1,4,2003,,,,,,,,,70,4,,,,2003
232,FIRE,IDN32,JAWA BARAT,PURWAKARTA,6-Jan-03,1,6,2003,,,,1,,,6,,33,,,,,2003
233,FIRE,IDN32,JAWA BARAT,CIANJUR,8-Jan-03,1,8,2003,,,,4,,,12,,53,,,,,2003
239,FLOOD,IDN13,SUMATERA BARAT,SOLOK,9-Jan-03,1,9,2003,,,,,,,750,,,,,6,1,2003
240,FLOOD,IDN71,SULAWESI UTARA,KOTA MANADO,10-Jan-03,1,10,2003,,,,22,,,,,,,,,,2003
246,FLOOD,IDN32,JAWA BARAT,SUKABUMI,12-Jan-03,1,12,2003,,,,91,,,1114,,870,1,,2,1,2003
244,FLOOD,IDN73,SULAWESI SELATAN,GOWA,12-Jan-03,1,12,2003,1,,,,,,,,,,,250,1,2003
247,FLOOD,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,13-Jan-03,1,13,2003,,,,26,,,,,,,,,,2003
249,FIRE,IDN32,JAWA BARAT,BANDUNG,15-Jan-03,1,15,2003,,,,17,,,85,,,,,,,2003
250,FLOOD,IDN13,SUMATERA BARAT,SOLOK,15-Jan-03,1,15,2003,,,,,,,,,,,,100,1,2003
251,FLOOD,IDN73,SULAWESI SELATAN,TAKALAR,15-Jan-03,1,15,2003,,,,23,,,,,,,,,,2003
258,FLOOD,IDN33,JAWA TENGAH,KEBUMEN,21-Jan-03,1,21,2003,,,,150,,,,,,,,2125,1,2003
257,FLOOD,IDN33,JAWA TENGAH,BANYUMAS,21-Jan-03,1,21,2003,,,,294,,,,,,,,535,1,2003
266,FLOOD,IDN33,JAWA TENGAH,KARANGANYAR,23-Jan-03,1,23,2003,,,,6,,30,,,80,1,,,,2003
273,FLOOD,IDN35,JAWA TIMUR,KEDIRI,27-Jan-03,1,27,2003,,,,,,,,,,,,60,1,2003
275,FLOOD,IDN33,JAWA TENGAH,CILACAP,28-Jan-03,1,28,2003,3,7,,2479,,,3500,,,,,215,1,2003
276,FLOOD,IDN32,JAWA BARAT,GARUT,28-Jan-03,1,28,2003,58,74,,168,,,1796,,,2,,70,1,2003
278,FLOOD,IDN32,JAWA BARAT,SUKABUMI,28-Jan-03,1,28,2003,,,,22,,,48,,53,,,50,1,2003
279,FLOOD,IDN32,JAWA BARAT,SUMEDANG,28-Jan-03,1,28,2003,,,,10,,,,,,6,,179,1,2003
277,FLOOD,IDN33,JAWA TENGAH,KEBUMEN,28-Jan-03,1,28,2003,,,,1,,,,,160,,,1110,1,2003
280,FLOOD,IDN35,JAWA TIMUR,TULUNGAGUNG,28-Jan-03,1,28,2003,,,,,,,,,,,,194,1,2003
281,FLOOD,IDN32,JAWA BARAT,BANDUNG,29-Jan-03,1,29,2003,,,,3587,,,20357,,,,,1200,1,2003
282,FLOOD,IDN33,JAWA TENGAH,BREBES,29-Jan-03,1,29,2003,3,,,867,,,45,,137,,,210,1,2003
287,FLOOD,IDN33,JAWA TENGAH,SUKOHARJO,29-Jan-03,1,29,2003,,,,,,,,,,,,69,1,2003
288,FLOOD,IDN33,JAWA TENGAH,CILACAP,30-Jan-03,1,30,2003,3,,,9917,,,9456,,12800,,,2422.3,1,2003
289,FLOOD,IDN32,JAWA BARAT,KUNINGAN,30-Jan-03,1,30,2003,11,,,4,,,,,,,,,,2003
293,FLOOD,IDN33,JAWA TENGAH,CILACAP,31-Jan-03,1,31,2003,,,,1,,,5,,193,,,22.5,1,2003
295,FLOOD,IDN35,JAWA TIMUR,SIDOARJO,31-Jan-03,1,31,2003,,,,,,,,,,,,50,1,2003
296,FLOOD,IDN32,JAWA BARAT,BANDUNG,1-Feb-03,2,1,2003,,,,3,,2295,,,,,,,,2003
299,FLOOD,IDN16,SUMATERA SELATAN,OGAN KOMERING ILIR,1-Feb-03,2,1,2003,,,,,,,,,,,,7000,1,2003
300,FLOOD,IDN33,JAWA TENGAH,SEMARANG,1-Feb-03,2,1,2003,,,,9,,,,,92,,,,,2003
304,FLOOD,IDN32,JAWA BARAT,SUKABUMI,2-Feb-03,2,2,2003,2,3,,656,,,,,,,,,,2003
301,FLOOD,IDN32,JAWA BARAT,KARAWANG,2-Feb-03,2,2,2003,,,,1,,,,,826,,,9656,1,2003
309,FLOOD,IDN35,JAWA TIMUR,PASURUAN,3-Feb-03,2,3,2003,,,,,,,,,,,,116,1,2003
305,FLOOD,IDN35,JAWA TIMUR,BOJONEGORO,3-Feb-03,2,3,2003,,,,,,,,,,,,4000,1,2003
311,FLOOD,IDN33,JAWA TENGAH,BREBES,4-Feb-03,2,4,2003,1,,,,,,1255,,,,,,,2003
317,FLOOD,IDN33,JAWA TENGAH,TEGAL,4-Feb-03,2,4,2003,3,,,100,,,,,,,,210,1,2003
312,FLOOD,IDN32,JAWA BARAT,CIAMIS,4-Feb-03,2,4,2003,3,,,122,,,,,,,,,,2003
313,FLOOD,IDN32,JAWA BARAT,CIANJUR,4-Feb-03,2,4,2003,,,,7,,,,,110,,,,,2003
316,FLOOD,IDN32,JAWA BARAT,MAJALENGKA,4-Feb-03,2,4,2003,,,,,,20,,,260,,,,,2003
314,FLOOD,IDN35,JAWA TIMUR,GRESIK,4-Feb-03,2,4,2003,,,,,,,,,,,,400,1,2003
315,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,4-Feb-03,2,4,2003,,,,8,,,,,138,,,,,2003
320,FIRE,IDN31,DKI JAKARTA,KOTA JAKARTA SELATAN,6-Feb-03,2,6,2003,,776,,,,,3500,,,,,,,2003
321,FLOOD,IDN33,JAWA TENGAH,CILACAP,7-Feb-03,2,7,2003,3,7,,,,,7811,,,,,,,2003
322,FIRE,IDN73,SULAWESI SELATAN,SOPPENG,7-Feb-03,2,7,2003,,,,10,,,,,180,,,,,2003
324,FIRE,IDN32,JAWA BARAT,CIANJUR,9-Feb-03,2,9,2003,1,,,1,,,6,,,,,,,2003
326,FLOOD,IDN32,JAWA BARAT,CIANJUR,10-Feb-03,2,10,2003,,,,1,,,,,,,,,,2003
329,FLOOD,IDN13,SUMATERA BARAT,SAWAHLUNTO/SIJUNJUNG,12-Feb-03,2,12,2003,,,,48,,,,,1710,2,,,,2003
328,FIRE,IDN73,SULAWESI SELATAN,KOTA MAKASSAR,12-Feb-03,2,12,2003,,,,7,,,,,165,,,,,2003
333,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA TIMUR,13-Feb-03,2,13,2003,,,,,,,7200,,,,,,,2003
330,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA BARAT,13-Feb-03,2,13,2003,,,,,,35870,1120,,,,,,,2003
332,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA SELATAN,13-Feb-03,2,13,2003,,,,,,14016,240,,,,,,,2003
334,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA UTARA,13-Feb-03,2,13,2003,4,3479,,,,82786,200,,,,,,,2003
331,FLOOD,IDN31,DKI JAKARTA,KOTA JAKARTA PUSAT,13-Feb-03,2,13,2003,,,,,,36683,111,,,,,,,2003
335,FLOOD,IDN13,SUMATERA BARAT,SOLOK,14-Feb-03,2,14,2003,,,,,,,,,,,,106,1,2003
