Event,Province,Code,Date,Month,Day,Year, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Victims, Affected, Relocated, Evacuated, Losses $USD, Losses $Local, Damages in crops Ha., Agriculture, Power and Energy, Relief, Plantation/Forest
FIRE,PEMERINTAH ACEH,11,7/24/2009,7,24,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,7/24/2009,7,24,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,7/25/2009,7,25,2009,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,7/26/2009,7,26,2009,2,0,0,0,8,0,0,0,0,40,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,7/26/2009,7,26,2009,1,0,0,0,1,0,0,0,0,0,0,33.5,0,0,0,0,0
FLOODS,PEMERINTAH ACEH,11,7/27/2009,7,27,2009,1,2,0,0,3,1,0,0,0,205,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,7/27/2009,7,27,2009,1,0,0,0,200,0,0,0,0,1000,0,0,0,0,0,0,0
FIRE,RIAU,14,7/28/2009,7,28,2009,1,0,0,0,19,0,0,680,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,7/28/2009,7,28,2009,1,0,0,0,163,0,0,0,0,819,0,3050,0,0,0,0,0
FIRE,JAWA TENGAH,33,7/28/2009,7,28,2009,1,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,7/29/2009,7,29,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,7/30/2009,7,30,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,7/30/2009,7,30,2009,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,7/31/2009,7,31,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,7/31/2009,7,31,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,7/31/2009,7,31,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,7/31/2009,7,31,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FIRE,PEMERINTAH ACEH,11,8/1/2009,8,1,2009,3,1,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/1/2009,8,1,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/2/2009,8,2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/2/2009,8,2,2009,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/2/2009,8,2,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/2/2009,8,2,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FIRE,PEMERINTAH ACEH,11,8/3/2009,8,3,2009,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/3/2009,8,3,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FIRE,PEMERINTAH ACEH,11,8/4/2009,8,4,2009,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/4/2009,8,4,2009,1,0,0,0,0,0,0,0,0,50,0,100,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/4/2009,8,4,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/5/2009,8,5,2009,1,0,0,0,5,0,0,0,0,21,0,450,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/5/2009,8,5,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/5/2009,8,5,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FIRE,PEMERINTAH ACEH,11,8/6/2009,8,6,2009,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/6/2009,8,6,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/6/2009,8,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FOREST FIRE,PEMERINTAH ACEH,11,8/6/2009,8,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FIRE,KALIMANTAN TIMUR,64,8/7/2009,8,7,2009,1,0,0,0,1,0,0,0,0,4,0,50,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/7/2009,8,7,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN SELATAN,63,8/7/2009,8,7,2009,1,0,0,0,9,0,0,0,0,0,0,500,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/7/2009,8,7,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FIRE,KALIMANTAN TIMUR,64,8/8/2009,8,8,2009,3,0,0,0,4,0,0,0,0,13,0,525,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/9/2009,8,9,2009,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/9/2009,8,9,2009,1,0,0,0,0,0,0,0,0,16,0,100,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/9/2009,8,9,2009,1,0,0,0,44,0,0,0,0,264,0,3000,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/9/2009,8,9,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FIRE,KALIMANTAN SELATAN,63,8/10/2009,8,10,2009,1,0,2,0,0,0,0,0,0,48,0,500,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/11/2009,8,11,2009,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/11/2009,8,11,2009,1,0,0,0,10,0,0,0,0,39,0,1825,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/12/2009,8,12,2009,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
FIRE,RIAU,14,8/12/2009,8,12,2009,1,0,0,0,16,0,0,49,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/13/2009,8,13,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/13/2009,8,13,2009,1,0,0,0,5,0,0,0,0,10,0,500,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/13/2009,8,13,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,8/13/2009,8,13,2009,1,0,0,0,0,0,0,0,0,4,0,450,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/14/2009,8,14,2009,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/15/2009,8,15,2009,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/15/2009,8,15,2009,1,0,0,0,1,0,0,0,0,0,0,19.75,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/15/2009,8,15,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/16/2009,8,16,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/17/2009,8,17,2009,1,0,0,0,0,0,0,0,0,20,0,100,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/18/2009,8,18,2009,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/18/2009,8,18,2009,1,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/18/2009,8,18,2009,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/19/2009,8,19,2009,1,0,0,0,0,0,0,0,0,0,0,6834,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,8/19/2009,8,19,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/20/2009,8,20,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/20/2009,8,20,2009,1,0,0,0,17,0,0,0,0,55,0,500,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/20/2009,8,20,2009,1,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/20/2009,8,20,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/22/2009,8,22,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA BARAT,13,8/22/2009,8,22,2009,2,0,0,0,6,0,0,0,0,157,0,5263.3,25,1,0,0,0
FIRE,JAWA TENGAH,33,8/24/2009,8,24,2009,1,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/24/2009,8,24,2009,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/25/2009,8,25,2009,1,0,0,0,2,0,0,0,0,9,0,90,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,8/26/2009,8,26,2009,1,0,0,0,84,0,0,0,0,156,0,1500,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/26/2009,8,26,2009,1,0,0,0,2,0,0,0,0,0,0,73,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/26/2009,8,26,2009,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,8/26/2009,8,26,2009,1,0,0,0,24,0,0,0,0,0,0,4000,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/27/2009,8,27,2009,1,0,0,0,3,0,0,0,0,10,0,100,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/27/2009,8,27,2009,1,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,8/27/2009,8,27,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/28/2009,8,28,2009,1,0,1,0,2,0,0,0,0,0,0,20,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/28/2009,8,28,2009,1,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/30/2009,8,30,2009,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,8/31/2009,8,31,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,8/31/2009,8,31,2009,1,9,0,0,2,2,0,0,0,49,0,500,0,0,0,0,0
FIRE,JAWA TENGAH,33,8/31/2009,8,31,2009,1,0,0,0,3,0,0,0,0,0,0,171,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,8/31/2009,8,31,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/1/2009,9,1,2009,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/1/2009,9,1,2009,1,0,0,0,2,0,0,0,0,0,0,90,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/1/2009,9,1,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/1/2009,9,1,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FIRE,KALIMANTAN SELATAN,63,9/2/2009,9,2,2009,2,0,1,0,5,2,0,0,0,15,0,300,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/2/2009,9,2,2009,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/3/2009,9,3,2009,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/3/2009,9,3,2009,2,0,0,0,11,4,0,0,0,5,0,110,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/4/2009,9,4,2009,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/4/2009,9,4,2009,1,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/4/2009,9,4,2009,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/5/2009,9,5,2009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/5/2009,9,5,2009,1,0,0,0,76,0,0,0,0,445,0,0,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/5/2009,9,5,2009,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/6/2009,9,6,2009,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/6/2009,9,6,2009,1,0,0,0,1,0,0,0,0,4,0,60,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/7/2009,9,7,2009,1,0,0,0,1,0,0,0,0,3,0,500,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/7/2009,9,7,2009,1,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/7/2009,9,7,2009,2,0,0,0,2,0,0,0,0,0,0,85,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/8/2009,9,8,2009,2,0,0,0,17,0,0,0,0,50,0,200,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/8/2009,9,8,2009,2,0,0,0,5,0,0,0,0,0,0,390,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/8/2009,9,8,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/9/2009,9,9,2009,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/9/2009,9,9,2009,2,0,0,0,16,0,0,0,0,58,0,110,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/9/2009,9,9,2009,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/9/2009,9,9,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/10/2009,9,10,2009,1,5,0,0,1,0,0,0,0,3,0,200,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/10/2009,9,10,2009,1,0,0,0,51,0,0,0,0,285,0,0,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/10/2009,9,10,2009,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/11/2009,9,11,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/12/2009,9,12,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,SULAWESI TENGGARA,74,9/12/2009,9,12,2009,2,0,0,0,0,10,0,0,0,0,0,0,60,2,0,0,0
FLOODS,SUMATERA BARAT,13,9/12/2009,9,12,2009,1,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/14/2009,9,14,2009,1,0,0,0,2,0,0,0,0,9,0,20,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/15/2009,9,15,2009,1,0,0,0,1,0,0,0,0,0,0,1.5,0,0,0,0,0
FLOODS,SUMATERA UTARA,12,9/15/2009,9,15,2009,1,9,0,1,1377,263,0,0,0,2783,0,0,2100,1,0,0,0
FIRE,JAWA TENGAH,33,9/16/2009,9,16,2009,1,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/17/2009,9,17,2009,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/17/2009,9,17,2009,2,0,0,0,4,0,0,0,0,0,0,54,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/18/2009,9,18,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/18/2009,9,18,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FIRE,PEMERINTAH ACEH,11,9/19/2009,9,19,2009,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/19/2009,9,19,2009,2,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/19/2009,9,19,2009,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/20/2009,9,20,2009,1,0,1,0,1,8,0,0,0,16,0,30,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/20/2009,9,20,2009,2,0,0,0,1,0,0,0,0,0,0,7.1,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/20/2009,9,20,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/21/2009,9,21,2009,2,0,0,0,18,2,0,0,0,0,0,18,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/21/2009,9,21,2009,1,0,0,0,10,0,0,0,0,47,0,50,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/21/2009,9,21,2009,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/22/2009,9,22,2009,3,0,0,0,4,0,0,0,0,0,0,225,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/22/2009,9,22,2009,1,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/22/2009,9,22,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/23/2009,9,23,2009,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/23/2009,9,23,2009,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,9/24/2009,9,24,2009,2,0,0,0,7,0,0,0,0,0,0,439.8,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/24/2009,9,24,2009,1,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/24/2009,9,24,2009,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/24/2009,9,24,2009,1,0,0,0,2,0,0,0,0,0,0,1302,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/24/2009,9,24,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
FIRE,KALIMANTAN SELATAN,63,9/25/2009,9,25,2009,1,0,0,0,6,1,0,0,0,9,0,100,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/25/2009,9,25,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,9/26/2009,9,26,2009,1,0,0,0,36,0,0,0,0,0,0,100,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,9/26/2009,9,26,2009,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/26/2009,9,26,2009,3,0,0,0,1,0,0,0,0,0,0,1509.2,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,9/26/2009,9,26,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/27/2009,9,27,2009,1,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/27/2009,9,27,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
FIRE,PEMERINTAH ACEH,11,9/28/2009,9,28,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/28/2009,9,28,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
FIRE,JAWA TENGAH,33,9/29/2009,9,29,2009,2,0,0,0,8,0,0,0,0,0,0,102,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,9/29/2009,9,29,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
FIRE,PEMERINTAH ACEH,11,9/30/2009,9,30,2009,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
FLOODS,BENGKULU,17,9/30/2009,9,30,2009,1,0,162,0,0,0,0,0,0,319,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,9/30/2009,9,30,2009,3,0,0,0,6,0,0,0,0,0,0,109.5,0,0,0,0,0
FIRE,RIAU,14,10/1/2009,10,1,2009,1,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/1/2009,10,1,2009,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0
FLOODS,LAMPUNG,18,10/2/2009,10,2,2009,1,6,0,0,17,840,0,0,0,0,0,0,762,1,0,0,0
FIRE,PEMERINTAH ACEH,11,10/4/2009,10,4,2009,3,0,1,0,1,0,0,0,0,0,0,1000,0,0,0,0,0
FIRE,KALIMANTAN SELATAN,63,10/4/2009,10,4,2009,1,0,0,0,2,1,0,0,0,0,0,100,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/4/2009,10,4,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/5/2009,10,5,2009,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/5/2009,10,5,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/6/2009,10,6,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/7/2009,10,7,2009,1,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/8/2009,10,8,2009,2,0,0,0,3,0,0,0,0,0,0,10162.5,0,0,0,0,0
FLOODS,SULAWESI TENGAH,72,10/8/2009,10,8,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/9/2009,10,9,2009,1,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0
FLOODS,JAWA TENGAH,33,10/9/2009,10,9,2009,1,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0
FOREST FIRE,PEMERINTAH ACEH,11,10/9/2009,10,9,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/10/2009,10,10,2009,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/11/2009,10,11,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/12/2009,10,12,2009,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/12/2009,10,12,2009,1,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,10/12/2009,10,12,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/13/2009,10,13,2009,1,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/15/2009,10,15,2009,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/15/2009,10,15,2009,1,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/16/2009,10,16,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,BANTEN,36,10/16/2009,10,16,2009,1,0,0,0,113,40,0,0,0,457,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/17/2009,10,17,2009,2,0,0,0,127,0,0,0,0,0,0,1000,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/17/2009,10,17,2009,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/18/2009,10,18,2009,1,0,0,0,12,0,0,0,0,0,0,40,0,0,0,0,0
FOREST FIRE,KALIMANTAN TIMUR,64,10/18/2009,10,18,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/19/2009,10,19,2009,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/19/2009,10,19,2009,1,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/19/2009,10,19,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,10/19/2009,10,19,2009,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/20/2009,10,20,2009,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/20/2009,10,20,2009,3,0,0,0,1,0,0,0,0,0,0,3020,0,0,0,0,0
FIRE,SULAWESI TENGGARA,74,10/20/2009,10,20,2009,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/21/2009,10,21,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLOODS,KALIMANTAN TIMUR,64,10/21/2009,10,21,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,KALIMANTAN TIMUR,64,10/22/2009,10,22,2009,1,0,0,0,10,0,0,0,0,0,0,150,0,0,0,0,0
FIRE,PEMERINTAH ACEH,11,10/23/2009,10,23,2009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRE,JAWA TENGAH,33,10/23/2009,10,23,2009,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
